hour_of_day,day_of_week,severity_numeric,source_type_numeric,src_bytes,dst_bytes,event_freq_1m,protocol,dst_port,template_rarity,threat_intel_flag,duration,same_srv_rate,diff_srv_rate,serror_rate,rerror_rate,count,srv_count,dst_host_count,dst_host_srv_count,label
4.0,4.0,0.27716235550335466,3.0,19722.0,1087890.0,4.0,6.0,80.0,0.5,0.0,1.297505,1.0,1.0,0.0,0.0,4.0,7.0,5.0,6.0,0
17.0,0.0,2.609000518696466,8.0,0.0,0.0,151.0,6.0,80.0,0.6000015514360413,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
14.0,1.0,1.1458301994119187,9.0,44.0,0.0,1.0,6.0,5000.0,0.3383317776168061,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0
14.0,1.0,0.8877049763890419,9.0,40.0,0.0,1.0,6.0,80.0,0.4210621063597175,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1
6.0,2.0,0.8538552348782719,9.0,1251.0,1749.0,48.0,6.0,21.0,0.492997467391508,0.0,168.0,0.0,0.0,0.0,0.0,23.0,25.0,1.0,1.0,0
8.0,6.0,1.0196066263813368,3.0,200.0,0.0,23.0,0.0,0.0,0.5,0.0,4e-06,0.34782608695652173,0.34782608695652173,0.0,0.0,23.0,18.0,8.0,8.0,1
15.0,1.0,1.8986392300002302,9.0,84.0,44.0,3.0,6.0,443.0,0.6217388145730249,0.0,6.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1
6.0,0.0,1.2784373611840727,9.0,0.0,0.0,0.110858953,6.0,80.0,0.5823371217809458,0.0,63143299.0,1.0,0.0,0.0,0.0,7.0,7.0,1.0,1.0,1
22.0,3.0,0.7000889883400754,9.0,6.0,6.0,60606.06061,6.0,52924.0,0.5434514289114236,0.0,33.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1
2.0,6.0,1.2823253607517786,9.0,14858.0,10510.0,0.8654874678,6.0,443.0,0.30635298308596864,0.0,64703421.0,1.0,0.0,0.0,0.0,56.0,29.0,1.0,1.0,0
19.0,3.0,0.0,8.0,3.0,0.0,21.0,6.0,80.0,0.285,0.0,37.71083855907759,1.0,0.0,0.0,0.0,24.0,22.0,1.0,1.0,0
14.0,1.0,1.579834916352554,9.0,40.0,0.0,1.0,6.0,80.0,0.8962134736664757,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1
9.0,1.0,0.0,8.0,75.0,0.0,62.0,6.0,80.0,0.285,0.0,52.47103740719978,1.0,0.0,0.0,0.0,15.0,35.0,1.0,1.0,1
22.0,0.0,0.0,3.0,114.0,0.0,16.0,17.0,53.0,0.5,0.0,3e-06,0.4375,0.25,0.0,0.0,16.0,16.0,7.0,8.0,1
12.0,2.0,0.0,2.0,0.0,0.0,48.0,0.0,0.0,0.3242971431825196,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
10.0,2.0,1.2750640468596575,9.0,2634.0,0.0,2.0,17.0,16705.0,0.5442463968072451,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1
10.0,5.0,1.2893629956129558,10.0,8.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,31.0,2.0,110.0,1
23.0,3.0,0.0,2.0,0.0,0.0,66.0,0.0,0.0,0.48317185160041987,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
14.0,1.0,0.0,2.0,0.0,0.0,29.0,0.0,0.0,0.5512574231208457,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,1.0,0
5.0,0.0,2.2501084826139923,8.0,0.0,0.0,86.0,6.0,80.0,0.4064824904047444,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
9.0,2.0,0.0,8.0,3.0,0.0,56.0,6.0,80.0,0.28,0.0,30.2418284918232,1.0,0.0,0.0,0.0,41.0,6.0,1.0,1.0,0
23.0,3.0,0.8715550080375556,9.0,0.0,0.0,0.770840195,6.0,80.0,0.3880637206597946,0.0,5189143.0,1.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,1
18.0,3.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,0.33569204005423836,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
18.0,1.0,1.0003384712868502,3.0,2342.0,1096.0,1.0,6.0,25.0,0.5,0.0,0.85227,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1
3.0,3.0,0.6039693295350097,8.0,0.0,0.0,198.0,6.0,80.0,0.5113667873953903,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
13.0,3.0,1.5551942285556826,9.0,814.0,1278.0,18.0,6.0,80.0,0.27626346255804657,0.0,1045.0,0.0,0.0,0.0,0.0,10.0,8.0,1.0,1.0,1
16.0,3.0,1.6255342134082142,9.0,1251.0,1749.0,48.0,6.0,21.0,0.567942441371579,0.0,2275.0,0.0,0.0,0.0,0.0,23.0,25.0,1.0,1.0,0
4.0,6.0,0.2054036986582089,8.0,0.0,0.0,142.0,6.0,80.0,0.27657050997741117,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
19.0,3.0,0.0,8.0,3.0,0.0,59.0,6.0,80.0,0.335,0.0,3.78355003817125,1.0,0.0,0.0,0.0,33.0,24.0,1.0,1.0,0
6.0,0.0,1.2736631345094191,10.0,44.0,76.0,248.0,17.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,248.0,249.0,255.0,205.0,0
16.0,1.0,1.5844115681764563,9.0,44.0,0.0,1.0,6.0,700.0,0.49177323835980824,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0
15.0,3.0,1.3092272424266094,3.0,200.0,0.0,11.0,0.0,0.0,0.5,0.0,1e-05,0.36363636363636365,0.36363636363636365,0.0,0.0,11.0,11.0,4.0,8.0,1
15.0,1.0,1.3107043581585571,10.0,77.0,18.0,2.0,6.0,0.0,0.5,0.0,3.0,1.0,0.0,0.0,1.0,2.0,2.0,42.0,13.0,0
2.0,0.0,0.8569790923181947,3.0,1684.0,10168.0,2.0,6.0,80.0,0.5,0.0,1.006117,1.0,0.5,0.0,0.0,2.0,2.0,6.0,2.0,0
14.0,1.0,2.0488985446353474,9.0,44.0,0.0,1.0,6.0,1052.0,0.3654483086806486,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0
17.0,2.0,0.0,2.0,0.0,0.0,16.0,0.0,0.0,0.5332022100127388,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,1.0,0
16.0,3.0,0.0,2.0,0.0,0.0,29.0,0.0,0.0,0.4229695346842241,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0
14.0,1.0,0.9363065672808271,9.0,84.0,44.0,3.0,6.0,443.0,0.5050307272621113,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1
16.0,1.0,1.27497706707887,9.0,84.0,44.0,3.0,6.0,443.0,0.4945809560720955,0.0,72.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1
7.0,2.0,0.9272825299484599,9.0,568.0,320.0,8.0,17.0,111.0,0.6439784165197654,0.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,0
5.0,2.0,0.0,2.0,0.0,0.0,197.0,0.0,0.0,0.42605122883388036,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
8.0,4.0,0.0,8.0,238.0,0.0,91.0,6.0,80.0,0.29,0.0,33.962860165460015,1.0,0.0,0.0,0.0,21.0,41.0,1.0,1.0,0
17.0,1.0,1.427070459507297,9.0,44.0,0.0,1.0,6.0,19842.0,0.4663934266606361,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0
14.0,1.0,1.7063288091526412,9.0,40.0,0.0,1.0,6.0,37253.0,0.3973715136927463,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1
3.0,2.0,1.5855838163530733,9.0,95.0,236.0,0.040434006,6.0,53.0,0.41582789629923755,0.0,98926632.0,1.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,0
17.0,1.0,0.0,8.0,3.0,0.0,31.0,6.0,80.0,1.0,0.0,78.5523372993878,1.0,0.0,0.0,0.0,19.0,20.0,1.0,1.0,0
22.0,2.0,1.0593466040164856,3.0,1090.0,750.0,5.0,6.0,445.0,0.5,0.0,0.675058,0.2,0.2,0.0,0.0,5.0,5.0,1.0,1.0,1
13.0,6.0,0.32630011896873423,1.0,0.0,0.0,66.0,0.0,0.0,0.42880647175338976,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
17.0,1.0,0.8309907047396682,9.0,44.0,0.0,1.0,6.0,587.0,0.42102862711799316,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1
23.0,3.0,1.0545718963545239,3.0,836.0,268.0,6.0,6.0,179.0,0.5,0.0,0.467095,0.3333333333333333,0.16666666666666666,0.0,0.0,6.0,6.0,2.0,2.0,1
13.0,2.0,0.0,8.0,68.0,0.0,52.0,6.0,80.0,0.305,0.0,14.162943690348756,1.0,0.0,0.0,0.0,3.0,34.0,1.0,1.0,1
13.0,4.0,0.0,8.0,33.0,0.0,19.0,6.0,80.0,0.285,0.0,37.7533213621717,1.0,0.0,0.0,0.0,1.0,11.0,1.0,1.0,0
16.0,0.0,0.0,8.0,250.0,0.0,4.0,6.0,80.0,0.295,0.0,29.743626133734296,1.0,0.0,0.0,0.0,6.0,11.0,1.0,1.0,1
14.0,1.0,0.6909902672998411,9.0,44.0,0.0,1.0,6.0,1021.0,0.48765628941731615,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0
14.0,1.0,0.5425041918460982,9.0,44.0,0.0,1.0,6.0,1947.0,0.5890357964375708,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0
13.0,3.0,2.1814709380937156,9.0,974.0,80.0,8.0,6.0,860.0,0.3616967629812752,0.0,1445.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,1.0,1
0.0,4.0,0.9402445278378878,9.0,874.0,3253.0,16.0,6.0,443.0,0.5884576523250549,0.0,890.0,0.0,0.0,0.0,0.0,7.0,9.0,1.0,1.0,1
0.0,2.0,0.9557278927084937,9.0,1594.0,6101.0,2.82805935,6.0,443.0,0.5378644554004721,0.0,6718388.0,1.0,0.0,0.0,0.0,19.0,10.0,1.0,1.0,0
16.0,5.0,0.4302072854460191,1.0,0.0,0.0,93.0,0.0,0.0,0.4016593359897457,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3.0,2.0,0.0,2.0,0.0,0.0,163.0,0.0,0.0,0.4117518834478717,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
19.0,0.0,0.0,8.0,3.0,0.0,52.0,6.0,80.0,0.325,0.0,12.239858747997104,1.0,0.0,0.0,0.0,33.0,4.0,1.0,1.0,0
22.0,6.0,0.7057773346362235,3.0,2632.0,0.0,1.0,17.0,0.0,0.5,0.0,1.3e-05,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1
11.0,4.0,0.0,8.0,3.0,0.0,47.0,6.0,80.0,1.0,0.0,2.043835097275083,1.0,0.0,0.0,0.0,32.0,48.0,1.0,1.0,1
5.0,2.0,0.931855735421914,3.0,568.0,304.0,9.0,17.0,111.0,0.5,0.0,0.004692,0.5555555555555556,0.1111111111111111,0.0,0.0,9.0,10.0,5.0,4.0,0
2.0,6.0,0.8006654962740803,3.0,1024.0,268.0,1.0,6.0,8300.0,0.5,0.0,0.233258,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1
9.0,5.0,0.7336071597518752,9.0,52.0,52.0,2.0,6.0,54042.0,0.5806351453467455,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
22.0,3.0,1.3832540004198233,9.0,0.0,0.0,0.701212976,6.0,80.0,0.39916439987637514,0.0,5704401.0,1.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,1
17.0,3.0,2.1311467009775464,3.0,1580.0,10168.0,2.0,6.0,80.0,0.5,0.0,1.098921,1.0,0.5,0.0,0.0,2.0,2.0,3.0,3.0,0
7.0,1.0,1.3508323246576008,10.0,59.0,0.0,23.0,6.0,0.0,0.5,0.0,0.0,0.04,0.43,0.04,0.0,23.0,1.0,241.0,1.0,0
14.0,1.0,0.6329681576414454,9.0,44.0,40.0,2.0,6.0,49160.0,0.603714335866338,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
18.0,6.0,0.8904497355955678,9.0,2008.0,2745.0,4.98385513,6.0,22.0,0.42905434857667246,0.0,10634338.0,1.0,0.0,0.0,0.0,53.0,21.0,1.0,1.0,1
3.0,2.0,0.9490154729364996,9.0,1008.0,3532.0,36.0,6.0,143.0,0.45084933130180377,0.0,1062.0,0.0,0.0,0.0,0.0,18.0,18.0,1.0,1.0,1
7.0,1.0,1.378166445935495,3.0,200.0,0.0,14.0,0.0,0.0,0.5,0.0,3e-06,0.2857142857142857,0.2857142857142857,0.0,0.0,14.0,14.0,4.0,7.0,1
19.0,0.0,1.398442378450953,10.0,255.0,283.0,9.0,6.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,9.0,9.0,105.0,255.0,0
22.0,6.0,0.0,2.0,0.0,0.0,76.0,0.0,0.0,0.44601201353237374,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
13.0,4.0,1.881236582434806,9.0,68.0,158.0,129.3995859213,6.0,53.0,0.5187140529075328,0.0,30912.0,1.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,0
13.0,3.0,1.914602616030408,9.0,114.0,0.0,2.0,17.0,53.0,0.47507754846917194,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1
16.0,4.0,0.0,8.0,34.0,0.0,22.0,6.0,80.0,0.285,0.0,25.977580168798788,1.0,0.0,0.0,0.0,13.0,36.0,1.0,1.0,1
7.0,1.0,2.5091572405582077,8.0,0.0,0.0,84.0,6.0,80.0,0.70003424216861,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
14.0,1.0,0.8316502378624587,9.0,44.0,0.0,1.0,6.0,993.0,0.36208404471182837,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1
16.0,2.0,0.6741493634214615,3.0,19618.0,610.0,1.0,6.0,42.0,0.5,0.0,0.605619,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1
14.0,0.0,2.1949267005906865,1.0,0.0,0.0,76.0,0.0,22.0,0.5215511264462399,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
14.0,4.0,0.0,2.0,0.0,0.0,61.0,0.0,0.0,0.3657589925331464,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
16.0,1.0,0.0,8.0,3.0,0.0,59.0,6.0,80.0,0.29,0.0,105.44978959745654,1.0,0.0,0.0,0.0,44.0,8.0,1.0,1.0,1
17.0,3.0,0.0,8.0,247.0,0.0,27.0,6.0,80.0,0.295,0.0,79.06281088160286,1.0,0.0,0.0,0.0,26.0,20.0,1.0,1.0,1
10.0,2.0,2.1495155335204785,3.0,424.0,8824.0,4.0,6.0,18771.0,0.5,0.0,0.322465,1.0,0.25,0.0,0.0,4.0,4.0,5.0,4.0,0
4.0,1.0,0.0,2.0,0.0,0.0,166.0,0.0,0.0,0.380110649567399,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
17.0,4.0,0.0,2.0,0.0,0.0,49.0,0.0,0.0,0.40330659231112337,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,1.0,1.0,0
1.0,5.0,2.6180856947309565,8.0,0.0,0.0,88.0,6.0,80.0,0.4126244697515466,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
16.0,4.0,2.2474036109429587,8.0,0.0,0.0,171.0,6.0,80.0,0.6811980330950537,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
5.0,1.0,1.444518561139946,9.0,2.0,6.0,38461.53846,6.0,6006.0,0.5169005281856248,0.0,52.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1
16.0,2.0,2.3476517145463847,8.0,0.0,0.0,163.0,6.0,80.0,0.41762584197981856,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
14.0,2.0,0.0,2.0,0.0,0.0,12.0,0.0,0.0,0.3486154716637623,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,1.0,1.0,0
18.0,4.0,0.0,2.0,0.0,0.0,184.0,0.0,0.0,0.43156881788976426,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
14.0,1.0,0.48329498558660544,9.0,40.0,0.0,1.0,6.0,80.0,0.46591617735678525,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1
20.0,2.0,0.9088077736662337,10.0,8.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,23.0,4.0,172.0,1
14.0,1.0,0.5337528605435771,9.0,84.0,44.0,3.0,6.0,22.0,0.5437433564436661,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1
14.0,1.0,0.6665783077115479,9.0,44.0,0.0,1.0,6.0,1720.0,0.43765758520935194,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1
11.0,3.0,1.6730498972571288,9.0,590.0,4575.0,2.747158408,6.0,443.0,0.45093569685968765,0.0,5824200.0,1.0,0.0,0.0,0.0,16.0,9.0,1.0,1.0,0
23.0,3.0,0.24860623306669027,9.0,320.0,1892.0,14.0,6.0,32528.0,0.6644285781559429,0.0,2.0,0.0,0.0,0.0,0.0,6.0,8.0,1.0,1.0,0
22.0,2.0,0.384083308480777,8.0,0.0,0.0,190.0,6.0,80.0,0.5714992263041606,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
23.0,4.0,1.4910509676268335,3.0,146.0,178.0,1.0,17.0,53.0,0.5,0.0,0.001116,1.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,0
14.0,2.0,0.8916276703489586,10.0,46.0,139.0,76.0,17.0,0.0,0.5,0.0,0.0,0.99,0.03,0.0,0.0,76.0,156.0,255.0,202.0,0
16.0,1.0,1.5693924250711557,9.0,48.0,0.0,1.0,6.0,53482.0,0.5406707085494172,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0
16.0,1.0,0.8200489476658422,9.0,503.0,1900.0,15.0,6.0,25.0,0.45951219103497176,0.0,22.0,0.0,0.0,0.0,0.0,8.0,7.0,1.0,1.0,1
22.0,2.0,1.7856553568598126,3.0,158.0,0.0,2.0,17.0,53.0,0.5,0.0,0.058649,1.0,0.5,0.0,0.0,2.0,2.0,2.0,2.0,1
8.0,3.0,0.0,8.0,3.0,0.0,19.0,6.0,80.0,0.655,0.0,23.108863099866188,1.0,0.0,0.0,0.0,35.0,28.0,1.0,1.0,1
14.0,1.0,0.4286786132337119,9.0,44.0,40.0,2.0,6.0,8042.0,0.6004029528917056,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
14.0,1.0,1.2377726911879678,9.0,44.0,0.0,1.0,6.0,9290.0,0.480457055834917,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0
8.0,3.0,0.0,8.0,3.0,0.0,83.0,6.0,80.0,0.23,0.0,116.95283544669672,1.0,0.0,0.0,0.0,34.0,28.0,1.0,1.0,1
8.0,3.0,0.6378758359040074,10.0,319.0,4143.0,26.0,6.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,26.0,27.0,255.0,255.0,0
22.0,3.0,0.5003170189322721,9.0,7820.0,15314.0,248.0,6.0,143.0,0.4158022095731218,0.0,1076.0,0.0,0.0,0.0,0.0,122.0,126.0,1.0,1.0,0
10.0,3.0,0.750660550495982,3.0,200.0,0.0,14.0,0.0,0.0,0.5,0.0,3e-06,0.42857142857142855,0.42857142857142855,0.0,0.0,14.0,14.0,6.0,8.0,1
13.0,2.0,0.0,2.0,0.0,0.0,57.0,0.0,0.0,0.35960903472139166,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,1.0,0
15.0,2.0,0.7009147873538399,10.0,215.0,26526.0,3.0,6.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,255.0,0
16.0,1.0,1.0020223053123538,9.0,44.0,0.0,1.0,6.0,587.0,0.5768860454344281,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1
15.0,3.0,1.3220846790373353,9.0,701.0,1054.0,28.0,6.0,21.0,0.5379705388315603,0.0,5.0,0.0,0.0,0.0,0.0,13.0,15.0,1.0,1.0,0
9.0,2.0,0.3044527493670829,9.0,522.0,256.0,16.0,6.0,179.0,0.49547289886290513,0.0,1643.0,0.0,0.0,0.0,0.0,10.0,6.0,1.0,1.0,1
11.0,3.0,0.7865098142466188,9.0,68.0,132.0,22471.91011,6.0,53.0,0.4951891029406318,0.0,178.0,1.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,0
21.0,2.0,0.5320378467984502,1.0,0.0,0.0,69.0,0.0,0.0,0.47770420980332273,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
14.0,4.0,0.0,8.0,64.0,0.0,89.0,6.0,80.0,0.305,0.0,13.617801955281783,1.0,0.0,0.0,0.0,6.0,15.0,1.0,1.0,1
14.0,6.0,0.7790700664521556,10.0,289.0,1862.0,1.0,6.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,9.0,255.0,0
13.0,2.0,0.0,8.0,257.0,0.0,40.0,6.0,80.0,0.29,0.0,0.06070531137100799,1.0,0.0,0.0,0.0,5.0,43.0,1.0,1.0,1
11.0,1.0,0.0,8.0,3.0,0.0,37.0,6.0,80.0,0.375,0.0,45.22770483460665,1.0,0.0,0.0,0.0,19.0,36.0,1.0,1.0,0
19.0,5.0,2.6514350374005256,1.0,0.0,0.0,66.0,0.0,22.0,0.5849983384483575,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
10.0,5.0,0.7078465188639241,3.0,3876.0,631364.0,3.0,6.0,80.0,0.5,0.0,4.80825,0.3333333333333333,0.3333333333333333,0.0,0.0,3.0,2.0,1.0,1.0,1
9.0,2.0,1.0993311653182731,9.0,1410.0,0.0,2.0,17.0,5060.0,0.43639785098472855,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1
23.0,0.0,1.8451462712247042,3.0,130.0,162.0,2.0,17.0,53.0,0.5,0.0,0.000994,1.0,1.0,0.0,0.0,2.0,4.0,7.0,4.0,0
22.0,6.0,1.0999820471427717,3.0,4550.0,67604.0,14.0,6.0,14461.0,0.5,0.0,0.073697,0.14285714285714285,0.07142857142857142,0.0,0.0,14.0,4.0,2.0,5.0,0
2.0,5.0,0.35336049061219255,10.0,1.0,0.0,43.0,17.0,0.0,0.5,0.0,0.0,0.37,0.09,0.0,0.0,43.0,16.0,255.0,44.0,1
14.0,3.0,0.0,8.0,13.0,0.0,17.0,6.0,80.0,0.33,0.0,109.83968917267019,1.0,0.0,0.0,0.0,11.0,13.0,1.0,1.0,1
0.0,6.0,0.5366253922362808,8.0,0.0,0.0,192.0,6.0,80.0,0.6742641064308132,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
1.0,5.0,0.8452118632101245,9.0,84.0,198.0,129.7858533,6.0,53.0,0.4590288295495345,0.0,30820.0,1.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,0
19.0,2.0,0.6755028964387452,3.0,1044.0,268.0,1.0,6.0,80.0,0.5,0.0,0.372519,1.0,1.0,0.0,0.0,1.0,3.0,7.0,1.0,1
12.0,2.0,0.0,2.0,0.0,0.0,31.0,0.0,0.0,0.39640696672918174,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,1.0,1.0,0
8.0,1.0,0.0,2.0,0.0,0.0,189.0,6.0,3389.0,0.6131558670858239,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
1.0,5.0,3.0062886256337085,1.0,0.0,0.0,71.0,0.0,22.0,0.42789386273809815,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
2.0,3.0,1.0207480431114302,9.0,4714.0,7374.0,4.16104819,6.0,3268.0,0.47278711355623576,0.0,11775879.0,1.0,0.0,0.0,0.0,49.0,32.0,1.0,1.0,0
16.0,0.0,0.0,2.0,0.0,0.0,45.0,0.0,0.0,0.5612682577885941,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,1.0,1.0,0
14.0,1.0,0.0,2.0,0.0,0.0,57.0,0.0,0.0,0.3224860460721714,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,0
16.0,3.0,0.0,2.0,0.0,0.0,67.0,0.0,0.0,0.4276441612349429,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
